seqno;TITLE;PUBLISHER;PUBLICATION WEBSITE;ISSN;E-ISSN;PUBLICATION COUNTRY;LANGUAGE;PUBLICATION FREQUENCY;ISSUES PER YEAR;SCIE;SSCI;AHCI
06023J;MOLECULAR BIOLOGY AND EVOLUTION;OXFORD UNIV PRESS;http://mbe.oxfordjournals.org/;0737-4038;1537-1719;UNITED STATES;English;M;12;Yes;No;No
09701J;MOLECULAR BIOLOGY OF THE CELL;AMER SOC CELL BIOLOGY;;1059-1524;1939-4586;UNITED STATES;English;S;24;Yes;No;No
69421J;MOLECULAR BIOLOGY REPORTS;SPRINGER;http://www.springerlink.com/content/100316/;0301-4851;1573-4978;NETHERLANDS;English;M;12;Yes;No;No
C6222J;Molecular BioSystems;ROYAL SOC CHEMISTRY;http://pubs.rsc.org/en/journals/journalissues/mb;1742-206X;1742-2051;ENGLAND;English;M;12;Yes;No;No
11255J;MOLECULAR BIOTECHNOLOGY;HUMANA PRESS INC;http://www.springerlink.com/content/120568/;1073-6085;1559-0305;UNITED STATES;English;M;12;Yes;No;No
D1346J;Molecular Brain;BIOMED CENTRAL LTD;http://www.molecularbrain.com;1756-6606;;ENGLAND;English;I;;Yes;No;No
11451J;MOLECULAR BREEDING;SPRINGER;http://www.springerlink.com/content/100317/;1380-3743;1572-9788;NETHERLANDS;English;M;12;Yes;No;No
C6519J;Molecular Cancer;BIOMED CENTRAL LTD;http://www.molecular-cancer.com/;1476-4598;;ENGLAND;English;I;;Yes;No;No
14018J;MOLECULAR CANCER RESEARCH;AMER ASSOC CANCER RESEARCH;;1541-7786;1557-3125;UNITED STATES;English;M;12;Yes;No;No
13907J;MOLECULAR CANCER THERAPEUTICS;AMER ASSOC CANCER RESEARCH;;1535-7163;1538-8514;UNITED STATES;English;M;12;Yes;No;No
09005J;MOLECULAR CARCINOGENESIS;WILEY-BLACKWELL;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2744;0899-1987;1098-2744;UNITED STATES;English;M;12;Yes;No;No
12266J;MOLECULAR CELL;CELL PRESS;http://www.cell.com/molecular-cell/home;1097-2765;1097-4164;UNITED STATES;English;S;24;Yes;No;No
69498J;MOLECULAR CRYSTALS AND LIQUID CRYSTALS;TAYLOR & FRANCIS LTD;http://www.tandfonline.com/loi/gmcl20;1542-1406;1563-5287;ENGLAND;English;S;18;Yes;No;No
D1345J;Molecular Cytogenetics;BIOMED CENTRAL LTD;http://www.molecularcytogenetics.org;1755-8166;;ENGLAND;English;I;;Yes;No;No
C6506J;Molecular Diagnosis & Therapy;ADIS INT LTD;http://www.springer.com/adis/journal/40291;1177-1062;1179-2000;NEW ZEALAND;English;B;6;Yes;No;No
11864J;MOLECULAR DIVERSITY;SPRINGER;http://www.springerlink.com/content/102963/;1381-1991;1573-501X;NETHERLANDS;English;Q;4;Yes;No;No
10165J;MOLECULAR ECOLOGY;WILEY-BLACKWELL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-294X;0962-1083;1365-294X;ENGLAND;English;S;24;Yes;No;No
C7816J;Molecular Ecology Resources;WILEY-BLACKWELL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-0998;1755-098X;1755-0998;ENGLAND;English;B;6;Yes;No;No
07349J;MOLECULAR ENDOCRINOLOGY;ENDOCRINE SOC;;0888-8809;;UNITED STATES;English;M;12;Yes;No;No
13599J;MOLECULAR GENETICS AND GENOMICS;SPRINGER HEIDELBERG;http://www.springerlink.com/content/107567/;1617-4615;1617-4623;GERMANY;English;M;12;Yes;No;No
12315J;MOLECULAR GENETICS AND METABOLISM;ACADEMIC PRESS INC ELSEVIER SCIENCE;http://www.journals.elsevier.com/molecular-genetics-and-metabolism/#description;1096-7192;1096-7206;UNITED STATES;English;M;12;Yes;No;No
C8132J;Molecular Genetics Microbiology and Virology;ALLERTON PRESS INC;http://www.springerlink.com/content/120674/;0891-4168;1934-841X;UNITED STATES;English;Q;4;Yes;No;No
12104J;MOLECULAR HUMAN REPRODUCTION;OXFORD UNIV PRESS;http://molehr.oxfordjournals.org/;1360-9947;1460-2407;UNITED STATES;English;M;12;Yes;No;No
C6566J;Molecular Imaging;B C DECKER INC;;1535-3508;1536-0121;UNITED STATES;English;B;6;Yes;No;No
C1068J;MOLECULAR IMAGING AND BIOLOGY;SPRINGER;http://www.springerlink.com/content/112766/;1536-1632;1860-2002;UNITED STATES;English;B;6;Yes;No;No
01573J;MOLECULAR IMMUNOLOGY;PERGAMON-ELSEVIER SCIENCE LTD;;0161-5890;;ENGLAND;Multi-Language;M;12;Yes;No;No
C9925J;Molecular Informatics;WILEY-V C H VERLAG GMBH;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1868-1751;1868-1743;1868-1751;GERMANY;English;M;12;Yes;No;No
11339J;MOLECULAR MEDICINE;FEINSTEIN INST MED RES;http://www.molmed.org;1076-1551;1528-3658;UNITED STATES;English;B;6;Yes;No;No
C8801J;Molecular Medicine Reports;SPANDIDOS PUBL LTD;http://www.spandidos-publications.com/mmr/;1791-2997;1791-3004;GREECE;English;M;12;Yes;No;No
10682J;MOLECULAR MEMBRANE BIOLOGY;TAYLOR & FRANCIS LTD;http://www.tandfonline.com/toc/imbc20/;0968-7688;1464-5203;UNITED STATES;English;B;8;Yes;No;No
07363J;MOLECULAR MICROBIOLOGY;WILEY-BLACKWELL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2958;0950-382X;1365-2958;ENGLAND;English;S;24;Yes;No;No
07396J;MOLECULAR NEUROBIOLOGY;HUMANA PRESS INC;http://www.springerlink.com/content/120569/;0893-7648;1559-1182;UNITED STATES;English;B;6;Yes;No;No
C9292J;Molecular Neurodegeneration;BIOMED CENTRAL LTD;http://www.molecularneurodegeneration.com/;1750-1326;;ENGLAND;English;I;;Yes;No;No
C1662J;MOLECULAR NUTRITION & FOOD RESEARCH;WILEY-BLACKWELL;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1613-4133;1613-4125;1613-4133;GERMANY;English;M;12;Yes;No;No
C9154J;Molecular Oncology;ELSEVIER SCI LTD;http://www.journals.elsevier.com/molecular-oncology/#description;1574-7891;1878-0261;ENGLAND;English;Q;4;Yes;No;No
C9940J;Molecular Oral Microbiology;WILEY-BLACKWELL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2041-1014;2041-1006;2041-1014;DENMARK;English;B;6;Yes;No;No
C7022J;Molecular Pain;BIOMED CENTRAL LTD;http://www.molecularpain.com/;1744-8069;;ENGLAND;English;I;;Yes;No;No
C5821J;MOLECULAR PHARMACEUTICS;AMER CHEMICAL SOC;;1543-8384;;UNITED STATES;English;B;6;Yes;No;No
69564J;MOLECULAR PHARMACOLOGY;AMER SOC PHARMACOLOGY EXPERIMENTAL THERAPEUTICS;http:/www.molpharm.org;0026-895X;1521-0111;UNITED STATES;English;M;12;Yes;No;No
10343J;MOLECULAR PHYLOGENETICS AND EVOLUTION;ACADEMIC PRESS INC ELSEVIER SCIENCE;http://www.journals.elsevier.com/molecular-phylogenetics-and-evolution/#description;1055-7903;1095-9513;UNITED STATES;English;M;12;Yes;No;No
69608J;MOLECULAR PHYSICS;TAYLOR & FRANCIS LTD;http://www.tandfonline.com/loi/tmph20;0026-8976;1362-3028;ENGLAND;Multi-Language;S;24;Yes;No;No
C8471J;Molecular Plant;CELL PRESS;http://www.cell.com/molecular-plant/home;1674-2052;1752-9867;PEOPLES R CHINA;English;M;12;Yes;No;No
13843J;MOLECULAR PLANT PATHOLOGY;WILEY-BLACKWELL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1364-3703;1464-6722;1364-3703;ENGLAND;English;M;9;Yes;No;No
09067J;MOLECULAR PLANT-MICROBE INTERACTIONS;AMER PHYTOPATHOLOGICAL SOC;;0894-0282;1943-7706;UNITED STATES;English;M;12;Yes;No;No
11845J;MOLECULAR PSYCHIATRY;NATURE PUBLISHING GROUP;http://www.nature.com/mp/index.html;1359-4184;1476-5578;ENGLAND;English;M;12;Yes;No;No
09215J;MOLECULAR REPRODUCTION AND DEVELOPMENT;WILEY-BLACKWELL;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2795;1040-452X;1098-2795;UNITED STATES;English;M;12;Yes;No;No
09935J;MOLECULAR SIMULATION;TAYLOR & FRANCIS LTD;http://www.tandfonline.com/loi/gmos20;0892-7022;1029-0435;ENGLAND;Multi-Language;M;15;Yes;No;No
C6894J;Molecular Systems Biology;WILEY-BLACKWELL;http://www.nature.com/msb/index.html;1744-4292;1744-4292;UNITED STATES;English;M;12;Yes;No;No
13437J;MOLECULAR THERAPY;NATURE PUBLISHING GROUP;http://www.nature.com/mt/index.html;1525-0016;1525-0024;UNITED STATES;English;M;12;Yes;No;No
D2486J;Molecular Therapy-Nucleic Acids;NATURE PUBLISHING GROUP;http://www.nature.com/mtna/index.html;2162-2531;2162-2531;UNITED STATES;English;M;12;Yes;No;No
13130J;MOLECULAR VISION;MOLECULAR VISION;;1090-0535;;UNITED STATES;English;I;;Yes;No;No
12121J;MOLECULES;MDPI AG;http://www.mdpi.com/journal/molecules;1420-3049;1420-3049;SWITZERLAND;English;M;12;Yes;No;No
11276J;MOLECULES AND CELLS;KOREAN SOC MOLECULAR & CELLULAR  BIOLOGY;;1016-8478;0219-1032;SOUTH KOREA;English;M;12;Yes;No;No
C1567J;MOLLUSCAN RESEARCH;TAYLOR & FRANCIS LTD;http://www.tandfonline.com/loi/tmos20;1323-5818;1448-6067;AUSTRALIA;English;Q;4;Yes;No;No
69825J;MONATSHEFTE FUR CHEMIE;SPRINGER WIEN;http://www.springerlink.com/content/101572/;0026-9247;1434-4475;AUSTRIA;English;M;12;Yes;No;Yes
69872J;MONATSHEFTE FUR MATHEMATIK;SPRINGER WIEN;http://www.springerlink.com/content/103082/;0026-9255;1436-5081;AUSTRIA;English;M;12;Yes;No;No
C9363J;Monatsschrift fur Kriminologie und Strafrechtsreform;CARL HEYMANNS VERLAG KG;;0026-9301;;GERMANY;German;B;6;No;Yes;No
69887J;MONATSSCHRIFT KINDERHEILKUNDE;SPRINGER;http://www.springerlink.com/content/100478/;0026-9298;1433-0474;GERMANY;German;M;12;Yes;No;No
69910J;MONIST;OXFORD UNIV PRESS INC;http://monist.oxfordjournals.org/;0026-9662;2153-3601;UNITED STATES;English;Q;4;No;No;Yes
69940J;MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT;WILEY-BLACKWELL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5834;0037-976X;1540-5834;UNITED STATES;English;T;3;No;Yes;No
00892J;MONTANA-THE MAGAZINE OF WESTERN HISTORY;MONTANA HISTORICAL SOC;;0026-9891;;UNITED STATES;English;Q;4;No;No;Yes
69630J;MONTHLY LABOR REVIEW;LEGAL BOOKS DEPOT;;0098-1818;;UNITED STATES;English;M;12;No;Yes;No
69652J;MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY;OXFORD UNIV PRESS;http://mnras.oxfordjournals.org/;0035-8711;1365-2966;ENGLAND;English;F;36;Yes;No;No
03178J;MONTHLY REVIEW-AN INDEPENDENT SOCIALIST MAGAZINE;MONTHLY REVIEW FOUNDATION;;0027-0520;;UNITED STATES;English;M;11;No;Yes;No
69696J;MONTHLY WEATHER REVIEW;AMER METEOROLOGICAL SOC;http://www.ametsoc.org/pubs/journals/mwr/index.html;0027-0644;1520-0493;UNITED STATES;English;M;12;Yes;No;No
70031J;MONUMENTA NIPPONICA;MONUMENTA NIPPONICA SOPHIA UNIV;;0027-0741;;JAPAN;English;H;2;No;No;Yes
D1868J;Moravian Geographical Reports;ACAD SCI CZECH REPUBLIC, INST GEONICS;http://www.geonika.cz/EN/research/ENMgrArchive.html;1210-8812;1210-8812;CZECH REPUBLIC;English;Q;4;No;Yes;No
01062J;MOSAIC-A JOURNAL FOR THE INTERDISCIPLINARY STUDY OF LITERATURE;UNIV MANITOBA;;0027-1276;1925-5683;CANADA;Multi-Language;Q;4;No;No;Yes
C8502J;Moscow Mathematical Journal;INDEPENDENT UNIV MOSCOW-IUM;;1609-3321;1609-4514;RUSSIA;English;Q;4;Yes;No;No
C9042J;Moscow University Physics Bulletin;ALLERTON PRESS INC;http://springerlink.com/content/120681;0027-1349;1934-8460;RUSSIA;English;B;6;Yes;No;No
05607J;MOTIVATION AND EMOTION;SPRINGER/PLENUM PUBLISHERS;http://www.springerlink.com/content/105583/;0146-7239;1573-6644;UNITED STATES;English;Q;4;No;Yes;No
13201J;MOTOR CONTROL;HUMAN KINETICS PUBL INC;http://journals.humankinetics.com/mc;1087-1640;1543-2696;UNITED STATES;English;Q;4;Yes;No;No
05839J;MOUNTAIN RESEARCH AND DEVELOPMENT;MOUNTAIN RESEARCH & DEVELOPMENT;http://www.bioone.org/loi/mred?cookieSet=1;0276-4741;1994-7151;UNITED STATES;English;Q;4;Yes;No;No
04235J;MOUVEMENT SOCIAL;EDITIONS OUVRIERES;;0027-2671;1961-8646;FRANCE;French;Q;4;No;Yes;Yes
07389J;MOVEMENT DISORDERS;WILEY-BLACKWELL;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1531-8257;0885-3185;1531-8257;UNITED STATES;English;S;16;Yes;No;No
C9548J;Movimento;UNIV FED RIO GRANDE DO SUL, ESCOLA EDUC FISICA;;0104-754X;;BRAZIL;Portuguese;T;3;No;Yes;No
D1589J;Moving Image;UNIV MINNESOTA PRESS;http://www.upress.umn.edu/journals/movingimage/default.html;1532-3978;1542-4235;UNITED STATES;English;H;2;No;No;Yes
00621J;MOYEN AGE;LE MOYEN AGE  BOECK & LARCIER S A;;0027-2841;1782-1436;BELGIUM;French;Q;4;No;No;Yes
09342J;MRS BULLETIN;CAMBRIDGE UNIV PRESS;http://journals.cambridge.org/action/displayJournal?jid=MRS;0883-7694;1938-1425;UNITED STATES;English;M;12;Yes;No;No
D1565J;MRS Communications;CAMBRIDGE UNIV PRESS;http://journals.cambridge.org/action/displayJournal?jid=MRC;2159-6859;2159-6867;UNITED STATES;English;Q;4;Yes;No;No
C8677J;Mucosal Immunology;NATURE PUBLISHING GROUP;http://www.nature.com/mi/index.html;1933-0219;1935-3456;UNITED STATES;English;B;6;Yes;No;No
13129J;MULTIBODY SYSTEM DYNAMICS;SPRINGER;http://www.springerlink.com/content/100318/;1384-5640;1573-272X;NETHERLANDS;English;B;8;Yes;No;No
09411J;MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING;SPRINGER;http://www.springerlink.com/content/100319/;0923-6082;1573-0824;NETHERLANDS;English;Q;4;Yes;No;No
C8974J;Multilingua-Journal of Cross-Cultural and Interlanguage Communication;DE GRUYTER MOUTON;;0167-8507;1613-3684;GERMANY;English;Q;4;No;Yes;Yes
11295J;MULTIMEDIA SYSTEMS;SPRINGER;http://www.springerlink.com/content/100377/;0942-4962;1432-1882;GERMANY;English;B;6;Yes;No;No
11846J;MULTIMEDIA TOOLS AND APPLICATIONS;SPRINGER;http://www.springerlink.com/content/100320/;1380-7501;1573-7721;NETHERLANDS;English;M;12;Yes;No;No
D2792J;Multiple Sclerosis and Related Disorders;ELSEVIER SCI LTD;http://www.journals.elsevier.com/multiple-sclerosis-and-related-disorders/;2211-0348;2211-0356;ENGLAND;English;Q;4;Yes;No;No
12006J;Multiple Sclerosis Journal;SAGE PUBLICATIONS LTD;http://msj.sagepub.com/;1352-4585;1477-0970;ENGLAND;English;M;14;Yes;No;No
14288J;MULTISCALE MODELING & SIMULATION;SIAM PUBLICATIONS;http://www.siam.org/journals/mms.php;1540-3459;1540-3467;UNITED STATES;English;Q;4;Yes;No;No
D1920J;Multisensory Research;BRILL ACADEMIC PUBLISHERS;http://booksandjournals.brillonline.com/content/2213480;2213-4794;2213-4808;NETHERLANDS;English;B;6;Yes;Yes;No
70072J;MULTIVARIATE BEHAVIORAL RESEARCH;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;http://www.tandfonline.com/loi/hmbr20;0027-3171;1532-7906;UNITED STATES;English;B;6;Yes;Yes;No
14084S;Muqarnas;BRILL;;0732-2992;;NETHERLANDS;English;A;1;No;No;Yes
01184J;MUSCLE & NERVE;WILEY-BLACKWELL;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-4598;0148-639X;1097-4598;UNITED STATES;English;M;12;Yes;No;No
C7766J;Museon;PEETERS;;0771-6494;1783-158X;BELGIUM;English;H;2;No;No;Yes
10335J;MUSEUM INTERNATIONAL;WILEY-BLACKWELL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0033;1350-0775;1468-0033;ENGLAND;English;Q;4;No;No;Yes
00090J;MUSIC & LETTERS;OXFORD UNIV PRESS;http://ml.oxfordjournals.org/;0027-4224;1477-4631;ENGLAND;English;Q;4;No;No;Yes
04399J;MUSIC ANALYSIS;WILEY-BLACKWELL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2249;0262-5245;1468-2249;ENGLAND;English;T;3;No;No;Yes
C8923J;Music Education Research;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;http://www.tandfonline.com/loi/cmue20;1461-3808;1469-9893;ENGLAND;English;Q;4;No;Yes;Yes
05920J;MUSIC PERCEPTION;UNIV CALIFORNIA PRESS;http://www.jstor.org/action/showPublisher?publisherCode=ucal;0730-7829;;UNITED STATES;English;B;5;No;Yes;Yes
06001J;MUSIC THEORY SPECTRUM;OXFORD UNIV PRESS INC;http://www.oxfordjournals.org/our_journals/mts/;0195-6167;1533-8339;UNITED STATES;English;H;2;No;No;Yes
C9500J;Musica Hodie;UNIV FEDERAL GOIAS;;1676-3939;;BRAZIL;Portuguese;H;2;No;No;Yes
13821J;MUSICAE SCIENTIAE;SAGE PUBLICATIONS LTD;http://intl-msx.sagepub.com;1029-8649;2045-4147;BELGIUM;English;Q;4;No;Yes;Yes
00345J;MUSICAL QUARTERLY;OXFORD UNIV PRESS INC;http://mq.oxfordjournals.org/;0027-4631;1741-8399;UNITED STATES;English;Q;4;No;No;Yes
00331J;MUSICAL TIMES;MUSICAL TIMES PUBLICATIONS LTD;;0027-4666;;ENGLAND;English;Q;4;No;No;Yes
04377J;MUSIK IN BAYERN;HANS SCHNEIDER;;0937-583X;;GERMANY;German;H;2;No;No;Yes
04343J;MUSIK UND KIRCHE;BARENREITER-VERLAG;;0027-4771;;GERMANY;German;B;6;No;No;Yes
01663J;MUSIKFORSCHUNG;NEUWERK-BUCH UND MUSIKALIENHANDLUNG;;0027-4801;;GERMANY;German;Q;4;No;No;Yes
06936J;MUSIKTHEORIE;LAABER-VERLAG;;0177-4182;;GERMANY;German;Q;4;No;No;Yes
01454J;MUSLIM WORLD;WILEY-BLACKWELL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1478-1913;0027-4909;1478-1913;ENGLAND;English;Q;4;No;No;Yes
06855J;MUTAGENESIS;OXFORD UNIV PRESS;http://mutage.oxfordjournals.org/;0267-8357;1464-3804;ENGLAND;English;B;6;Yes;No;No
10918J;MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS;ELSEVIER SCIENCE BV;http://www.journals.elsevier.com/mutation-research-fundamental-and-molecular-mechanisms-of-mutagenesis/#description;0027-5107;1873-135X;NETHERLANDS;English;M;12;Yes;No;No
11925J;MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS;ELSEVIER SCIENCE BV;http://www.journals.elsevier.com/mutation-research-genetic-toxicology-and-environmental-mutagenesis/#description;1383-5718;1879-3592;NETHERLANDS;English;S;18;Yes;No;No
11951J;MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH;ELSEVIER SCIENCE BV;http://www.journals.elsevier.com/mutation-research-reviews/#description;1383-5742;1388-2139;NETHERLANDS;English;Q;4;Yes;No;No
04344J;MUTTERSPRACHE;GESELLSCHAFT DEUTSCHE SPRACHE;;0027-514X;;GERMANY;German;Q;4;No;No;Yes
C8010J;Muzikoloski Zbornik;UNIV LJUBLJANI ODDELEK MUSIKOLOGIJO;;0580-373X;;SLOVENIA;Slovenian;A;1;No;No;Yes
C1568J;MYCOBIOLOGY;KOREAN SOC MYCOLOGY;http://www.mycobiology.or.kr/;1229-8093;2092-9323;SOUTH KOREA;English;Q;4;Yes;No;No
D3802J;MycoKeys;PENSOFT PUBL;http://mycokeys.pensoft.net;1314-4057;1314-4049;BULGARIA;English;H;2;Yes;No;No
70136J;MYCOLOGIA;ALLEN PRESS INC;http://www.mycologia.org/;0027-5514;1557-2536;UNITED STATES;English;B;6;Yes;No;No
C1570J;MYCOLOGICAL PROGRESS;SPRINGER HEIDELBERG;http://www.springerlink.com/content/120015/;1617-416X;1861-8952;GERMANY;English;Q;4;Yes;No;No
70160J;MYCOPATHOLOGIA;SPRINGER;http://www.springerlink.com/content/102966/;0301-486X;1573-0832;NETHERLANDS;English;M;12;Yes;No;No
10456J;MYCORRHIZA;SPRINGER;http://www.springerlink.com/content/100439/;0940-6360;1432-1890;UNITED STATES;English;B;8;Yes;No;No
C1572J;MYCOSCIENCE;ELSEVIER SCIENCE BV;http://www.elsevier.com/journals/mycoscience/1340-3540;1340-3540;1618-2545;JAPAN;English;Q;4;Yes;No;No
07424J;MYCOSES;WILEY-BLACKWELL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1439-0507;0933-7407;1439-0507;GERMANY;Multi-Language;M;12;Yes;No;No
D3906J;Mycosphere;MYCOSPHERE PRESS;http://www.mycosphere.org/;2077-7000;2077-7000;PEOPLES R CHINA;English;B;6;Yes;No;No
01181J;MYCOTAXON;MYCOTAXON LTD;;0093-4666;0093-4666;UNITED STATES;English;Q;4;Yes;No;No
D3928J;Mycotoxin Research;SPRINGER HEIDELBERG;http://www.springer.com/life+sciences/microbiology/journal/12550;0178-7888;1867-1632;GERMANY;English;Q;4;Yes;No;No
C8790J;Myrmecological News;OESTERREICHISCHE GESELL ENTOMOFAUNISTIK, C/O NATURHISTOR MUSEUM WIEN;;1994-4136;;AUSTRIA;English;I;;Yes;No;No
D1343J;Nagoya Journal of Medical Science;NAGOYA UNIV, SCH MED;http://www.med.nagoya-u.ac.jp/medlib/nagoya_j_med_sci/7412/7412.html;2186-3326;0027-7622;JAPAN;English;H;2;Yes;No;No
70620J;NAGOYA MATHEMATICAL JOURNAL;DUKE UNIV PRESS;http://www.dukeupress.edu/Catalog/ViewProduct.php/viewby_journal/productid_45639;0027-7630;2152-6842;JAPAN;Multi-Language;Q;4;Yes;No;No
D0689J;Names-A Journal of Onomastics;MANEY PUBLISHING;http://maney.co.uk/index.php/journals/nam/;0027-7738;1756-2279;ENGLAND;English;Q;4;No;Yes;Yes
C7928J;NANO;WORLD SCIENTIFIC PUBL CO PTE LTD;http://www.worldscinet.com/nano/nano.shtml;1793-2920;1793-7094;SINGAPORE;English;B;6;Yes;No;No
D1789J;Nano Energy;ELSEVIER SCIENCE BV;http://www.sciencedirect.com/science/journal/22112855/;2211-2855;2211-3282;UNITED STATES;English;B;6;Yes;No;No
13719J;NANO LETTERS;AMER CHEMICAL SOC;;1530-6984;1530-6992;UNITED STATES;English;M;12;Yes;No;Yes
C9839J;Nano Research;TSINGHUA UNIV PRESS;http://www.springerlink.com/content/1998-0124;1998-0124;1998-0000;PEOPLES R CHINA;English;M;12;Yes;No;No
C6888J;Nano Today;ELSEVIER SCI LTD;http://www.journals.elsevier.com/nano-today/#description;1748-0132;1878-044X;ENGLAND;English;B;6;Yes;No;No
D2665J;NanoEthics;SPRINGER;http://www.springer.com/journal/11569;1871-4757;1871-4765;NETHERLANDS;English;T;3;Yes;Yes;No
D2641J;Nanomaterials;MDPI AG;http://www.mdpi.com/journal/nanomaterials;2079-4991;2079-4991;SWITZERLAND;English;Q;4;Yes;No;No
D2413J;Nanomaterials and Nanotechnology;INTECH EUROPE;http://www.intechopen.com/journals/show/nanomaterials_and_nanotechnology;1847-9804;1847-9804;CROATIA;English;I;;Yes;No;No
C6927J;Nanomedicine;FUTURE MEDICINE LTD;http://www.futuremedicine.com/loi/nnm;1743-5889;1748-6963;ENGLAND;English;M;12;Yes;No;No
C6584J;Nanomedicine-Nanotechnology Biology and Medicine;ELSEVIER SCIENCE BV;http://www.journals.elsevier.com/nanomedicine-nanotechnology-biology-and-medicine/#description;1549-9634;1549-9642;NETHERLANDS;English;B;6;Yes;No;No
D1224J;Nano-Micro Letters;SPRINGER HEIDELBERG;http://link.springer.com/journal/40820;2311-6706;2150-5551;PEOPLES R CHINA;English;Q;4;Yes;No;No
D2504J;Nanophotonics;WALTER DE GRUYTER GMBH;http://www.degruyter.com/view/j/nanoph;2192-8606;2192-8614;GERMANY;English;B;6;Yes;No;No
C9863J;Nanoscale;ROYAL SOC CHEMISTRY;http://pubs.rsc.org/en/journals/journalissues/nr;2040-3364;2040-3372;ENGLAND;English;S;24;Yes;No;No
C6407J;Nanoscale and Microscale Thermophysical Engineering;TAYLOR & FRANCIS INC;http://www.tandfonline.com/loi/umte20;1556-7265;1556-7273;UNITED STATES;English;Q;4;Yes;No;No
C7781J;Nanoscale Research Letters;SPRINGER;http://www.springerlink.com/content/120205/;1556-276X;1556-276X;UNITED STATES;English;I;;Yes;No;No
D0785J;Nanoscience and Nanotechnology Letters;AMER SCIENTIFIC PUBLISHERS;http://www.aspbs.com/nnl/;1941-4900;1941-4919;UNITED STATES;English;M;12;Yes;No;No
10906J;NANOTECHNOLOGY;IOP PUBLISHING LTD;http://iopscience.iop.org/0957-4484/;0957-4484;1361-6528;ENGLAND;English;W;50;Yes;No;No
D2524J;Nanotechnology Reviews;WALTER DE GRUYTER GMBH;http://www.degruyter.com/view/j/ntrev;2191-9089;2191-9097;GERMANY;English;B;6;Yes;No;No
C8678J;Nanotoxicology;TAYLOR & FRANCIS LTD;http://www.tandfonline.com/toc/inan20/;1743-5390;1743-5404;ENGLAND;English;B;8;Yes;No;No
10697J;NARRATIVE;OHIO STATE UNIV PRESS;;1063-3685;1538-974X;UNITED STATES;English;T;3;No;No;Yes
12486J;NARRATIVE INQUIRY;JOHN BENJAMINS PUBLISHING COMPANY;;1387-6740;;NETHERLANDS;English;H;2;No;Yes;Yes
70837J;NATION;NATION CO INC;;0027-8378;0027-8378;UNITED STATES;English;W;49;No;Yes;No
01502J;NATIONAL ACADEMY SCIENCE LETTERS-INDIA;NATL ACAD SCIENCES INDIA;http://www.springerlink.com/content/0250-541X;0250-541X;0250-541X;INDIA;English;B;6;Yes;No;No
11887J;NATIONAL MEDICAL JOURNAL OF INDIA;ALL INDIA INST MEDICAL SCIENCES;;0970-258X;;INDIA;English;B;6;Yes;No;No
D3691J;National Science Review;OXFORD UNIV PRESS;http://nsr.oxfordjournals.org/;2095-5138;2053-714X;PEOPLES R CHINA;English;Q;4;Yes;No;No
70829J;NATIONAL TAX JOURNAL;NATL TAX ASSOC;;0028-0283;1944-7477;UNITED STATES;English;Q;4;No;Yes;No
C7929J;Nations and Nationalism;WILEY-BLACKWELL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-8129;1354-5078;1469-8129;ENGLAND;English;Q;4;No;Yes;No
10005J;NATURAL AREAS JOURNAL;NATURAL AREAS ASSOC;http://www.naturalarea.org/journal.asp;0885-8608;2162-4399;UNITED STATES;English;Q;4;Yes;No;No
C5982J;Natural Computing;SPRINGER;http://www.springerlink.com/content/108905/;1567-7818;1572-9796;NETHERLANDS;English;Q;4;Yes;No;No
11026J;NATURAL HAZARDS;SPRINGER;http://www.springerlink.com/content/102967/;0921-030X;1573-0840;UNITED STATES;English;M;12;Yes;No;No
